Complaint Type,Location Type,Street Name,Borough
Illegal Parking,Street/Sidewalk,AVENUE Y,BROOKLYN
Illegal Parking,Street/Sidewalk,AVENUE Y,BROOKLYN
Rodent,3+ Family Mixed Use Building,TARGEE STREET,STATEN ISLAND
Consumer Complaint,nan,EAST  171 STREET,BRONX
Illegal Parking,Street/Sidewalk,ARDEN STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,EAST   31 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,131 STREET,QUEENS
Illegal Parking,Street/Sidewalk,66 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,66 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,74 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,CHANNING ROAD,QUEENS
Illegal Parking,Street/Sidewalk,79 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,30 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,LOCKE AVENUE,QUEENS
Illegal Parking,Street/Sidewalk,CASE STREET,QUEENS
Illegal Parking,Street/Sidewalk,RIDGEWOOD AVENUE,STATEN ISLAND
Illegal Parking,Street/Sidewalk,EAST   15 STREET,BROOKLYN
Rodent,1-2 Family Dwelling,OLMSTEAD AVENUE,BRONX
Rodent,3+ Family Apt. Building,WEST   83 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,120 STREET,QUEENS
Rodent,3+ Family Apt. Building,HALSEY STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,WEST  172 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,MAPLE AVENUE,STATEN ISLAND
Illegal Parking,Street/Sidewalk,BEACH  123 STREET,QUEENS
Illegal Parking,Street/Sidewalk,82 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,30 AVENUE,QUEENS
Animal-Abuse,Park/Playground,WINTHROP STREET,BROOKLYN
Maintenance or Facility,Recreation Center,nan,BROOKLYN
Illegal Parking,Street/Sidewalk,LEFFERTS BOULEVARD,QUEENS
Illegal Parking,Street/Sidewalk,LIVERPOOL STREET,QUEENS
Illegal Parking,Street/Sidewalk,76 STREET,BROOKLYN
Damaged Tree,Street,EAST   48 STREET,BROOKLYN
Dead/Dying Tree,Street,PUTNAM AVENUE,BROOKLYN
Consumer Complaint,nan,BROADWAY,MANHATTAN
Illegal Parking,Street/Sidewalk,WEST    8 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,NAGLE AVENUE,MANHATTAN
Illegal Parking,Street/Sidewalk,ESSEX STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,3 AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,RIVERSIDE DRIVE,MANHATTAN
Illegal Parking,Street/Sidewalk,STOCKHOLM STREET,QUEENS
Illegal Parking,Street/Sidewalk,110 STREET,QUEENS
Illegal Parking,Street/Sidewalk,PAGE AVENUE,STATEN ISLAND
Food Establishment,Other (explain in Complaint Details),WEST  231 STREET,BRONX
Illegal Parking,Street/Sidewalk,SULLIVAN STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,4 AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,CLINTONVILLE STREET,QUEENS
Illegal Parking,Street/Sidewalk,SKILLMAN AVENUE,QUEENS
Food Poisoning,Restaurant/Bar/Deli/Bakery,BROADWAY,MANHATTAN
Illegal Parking,Street/Sidewalk,PARK AVENUE,QUEENS
For Hire Vehicle Complaint,nan,JUNCTION BOULEVARD,QUEENS
Illegal Parking,Street/Sidewalk,SWEETGUM LANE,STATEN ISLAND
Illegal Parking,Street/Sidewalk,16 AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,B  117 STREET,QUEENS
Illegal Parking,Street/Sidewalk,ELTON STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,LOGAN STREET,BROOKLYN
Violation of Park Rules,Street/Curbside,CATHEDRAL PLACE,BROOKLYN
Illegal Parking,Street/Sidewalk,38 STREET,QUEENS
Food Poisoning,Restaurant/Bar/Deli/Bakery,63 DRIVE,QUEENS
Illegal Tree Damage,Street,BROOKLYN AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,BOSTON ROAD,BRONX
Illegal Parking,Street/Sidewalk,FOSTER AVENUE,BROOKLYN
Special Projects Inspection Team (SPIT),nan,AVENUE B,MANHATTAN
Special Projects Inspection Team (SPIT),nan,EAST  117 STREET,MANHATTAN
Street Light Condition,nan,LAURELTON PKWY,QUEENS
Illegal Parking,Street/Sidewalk,WEBSTER AVENUE,BRONX
Indoor Air Quality,3+ Family Apartment Building,ST JOHNS PLACE,BROOKLYN
Illegal Parking,Street/Sidewalk,30 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,WEST FINGERBOARD ROAD,STATEN ISLAND
Illegal Parking,Street/Sidewalk,STEINWAY STREET,QUEENS
Illegal Parking,Street/Sidewalk,NEW UTRECHT AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,LORETTA ROAD,QUEENS
Illegal Parking,Street/Sidewalk,BATHGATE AVENUE,BRONX
New Tree Request,Street,EAST  166 STREET,BRONX
New Tree Request,Street,ATLANTIC AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,38 AVENUE,QUEENS
Dead/Dying Tree,Street,SAINT ANDREWS ROAD,STATEN ISLAND
Illegal Parking,Street/Sidewalk,SHORE BOULEVARD,QUEENS
New Tree Request,Street,42 AVENUE,QUEENS
Illegal Parking,Street/Sidewalk,MYRTLE AVENUE,QUEENS
Damaged Tree,Street,OCEANIA STREET,QUEENS
Illegal Parking,Street/Sidewalk,45 STREET,QUEENS
Street Condition,Street,WEST HOUSTON STREET,MANHATTAN
Boilers,nan,HAIGHT AVENUE,BRONX
Illegal Parking,Street/Sidewalk,51 STREET,QUEENS
Illegal Parking,Street/Sidewalk,162 STREET,QUEENS
Illegal Parking,Street/Sidewalk,EAST END AVENUE,MANHATTAN
Building/Use,nan,EAST   96 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,KINGS HIGHWAY,BROOKLYN
Food Poisoning,Other (Explain Below),EAST TREMONT AVENUE,BRONX
New Tree Request,Street,85 AVENUE,QUEENS
New Tree Request,Street,OCEAN PARKWAY,BROOKLYN
Maintenance or Facility,Park,nan,BROOKLYN
Illegal Parking,Street/Sidewalk,SPRINGFIELD BOULEVARD,QUEENS
Illegal Parking,Street/Sidewalk,PEARSON STREET,BROOKLYN
Benefit Card Replacement,NYC Street Address,nan,Unspecified
School Maintenance,School,EAST TREMONT AVENUE,BRONX
Dead/Dying Tree,Street,BOODY STREET,QUEENS
Dead/Dying Tree,Street,31 AVENUE,QUEENS
Illegal Parking,Street/Sidewalk,PARK PLACE,BROOKLYN
Building/Use,nan,130 STREET,QUEENS
Illegal Parking,Street/Sidewalk,SOUTHERN BOULEVARD,BRONX
Maintenance or Facility,Park,nan,STATEN ISLAND
Building/Use,nan,183 STREET,QUEENS
Building/Use,nan,115 AVENUE,QUEENS
Building/Use,nan,JAMAICA AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,CHERRY STREET,MANHATTAN
Food Poisoning,Restaurant/Bar/Deli/Bakery,AMSTERDAM AVENUE,MANHATTAN
Noise - Helicopter,Above Address,SUNNYSIDE AVENUE,BROOKLYN
Food Poisoning,Restaurant/Bar/Deli/Bakery,EAST   33 STREET,MANHATTAN
Illegal Tree Damage,Street,WEST  190 STREET,MANHATTAN
Illegal Tree Damage,Street,59 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,VAN BRUNT STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,EAST  162 STREET,BRONX
Rodent,1-2 Family Dwelling,169 STREET,QUEENS
Benefit Card Replacement,Address Outside of NYC,nan,Unspecified
Rodent,3+ Family Apt. Building,VYSE AVENUE,BRONX
Rodent,Vacant Building,73 STREET,QUEENS
Street Light Condition,nan,TROY AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,67 AVENUE,QUEENS
Dead/Dying Tree,Street,BEACH   61 STREET,QUEENS
Illegal Parking,Street/Sidewalk,WEST  170 STREET,MANHATTAN
Building/Use,nan,LAKE STREET,BROOKLYN
Building/Use,nan,70 STREET,BROOKLYN
Street Condition,nan,nan,QUEENS
Building/Use,nan,62 STREET,QUEENS
Building/Use,nan,MARCY AVENUE,STATEN ISLAND
Illegal Parking,Street/Sidewalk,CARLTON AVENUE,BROOKLYN
Rodent,3+ Family Apt. Building,EAST NEW YORK AVENUE,BROOKLYN
Rodent,3+ Family Apt. Building,WEST  187 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,51 AVENUE,QUEENS
Lost Property,nan,EAST   40 STREET,MANHATTAN
Electrical,nan,HERING AVENUE,BRONX
Illegal Parking,Street/Sidewalk,PUTNAM AVENUE,QUEENS
Emergency Response Team (ERT),nan,PRESIDENT STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,61 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,EAST   92 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,HOBART AVENUE,BRONX
Rodent,3+ Family Apt. Building,153 AVENUE,QUEENS
Rodent,Construction Site,WASHINGTON STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,53 AVENUE,QUEENS
Food Poisoning,Restaurant/Bar/Deli/Bakery,WOODHAVEN BOULEVARD,QUEENS
Illegal Parking,Street/Sidewalk,WEST  195 STREET,BRONX
Illegal Parking,Street/Sidewalk,32 STREET,QUEENS
Illegal Parking,Street/Sidewalk,CROTONA PARK SOUTH,BRONX
Illegal Tree Damage,Street,79 STREET,QUEENS
Noise - Vehicle,Street/Sidewalk,PINEAPPLE STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,211 STREET,QUEENS
Noise - Vehicle,Street/Sidewalk,BEEKMAN PLACE,MANHATTAN
HEAT/HOT WATER,RESIDENTIAL BUILDING,CHATTERTON AVENUE,BRONX
New Tree Request,Street,BEAVER STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,WEST    8 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,GUY R BREWER BOULEVARD,QUEENS
Illegal Parking,Street/Sidewalk,GREENPORT STREET,STATEN ISLAND
Illegal Parking,Street/Sidewalk,LENOX AVENUE,MANHATTAN
Rodent,3+ Family Apt. Building,TIEBOUT AVENUE,BRONX
Noise - Residential,Residential Building/House,WILSON AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,ALBANY CRESCENT,BRONX
New Tree Request,Street,80 STREET,QUEENS
HEAT/HOT WATER,RESIDENTIAL BUILDING,108 STREET,QUEENS
New Tree Request,Street,MORNINGSIDE DRIVE,MANHATTAN
SCRIE,Senior Address,nan,MANHATTAN
Illegal Parking,Street/Sidewalk,GLENMORE AVENUE,QUEENS
Illegal Parking,Street/Sidewalk,WHITE STREET,BROOKLYN
School Maintenance,nan,WEST MOSHOLU PARKWAY SOUTH,BRONX
Illegal Parking,Street/Sidewalk,ST ANDREWS PLACE,BROOKLYN
Root/Sewer/Sidewalk Condition,Street,111 AVENUE,QUEENS
Illegal Parking,Street/Sidewalk,WEBB AVENUE,BRONX
Illegal Parking,Street/Sidewalk,LOCKE AVENUE,QUEENS
Illegal Parking,Street/Sidewalk,EAST    4 STREET,BROOKLYN
New Tree Request,Street,CORNELIA STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,EAST   14 STREET,BROOKLYN
Rodent,3+ Family Apt. Building,CLINTON STREET,BROOKLYN
Rodent,3+ Family Apt. Building,HOBART AVENUE,BRONX
Rodent,3+ Family Mixed Use Building,PARK TERRACE EAST,MANHATTAN
Illegal Parking,Street/Sidewalk,LIVINGSTON STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,CONEY ISLAND AVENUE,BROOKLYN
Bridge Condition,nan,nan,Unspecified
Root/Sewer/Sidewalk Condition,Street,MIDLAND PARKWAY,QUEENS
New Tree Request,Street,WEST  185 STREET,MANHATTAN
School Maintenance,School,HARLEM RIVER PARK BRIDGE,BRONX
Rodent,3+ Family Apt. Building,WEST   75 STREET,MANHATTAN
Rodent,3+ Family Apt. Building,COMMONWEALTH AVENUE,BRONX
Root/Sewer/Sidewalk Condition,Street,79 AVENUE,QUEENS
Root/Sewer/Sidewalk Condition,Street,EAST   45 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,WILLOUGHBY AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,SECOND STREET,BROOKLYN
Rodent,3+ Family Mixed Use Building,3 AVENUE,MANHATTAN
Illegal Parking,Street/Sidewalk,2 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,EAST  165 STREET,BRONX
Root/Sewer/Sidewalk Condition,Street,28 AVENUE,QUEENS
Root/Sewer/Sidewalk Condition,Street,nan,Unspecified
Unsanitary Animal Pvt Property,3+ Family Apartment Building,65 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,GRANITE STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,LOCKE AVENUE,QUEENS
Illegal Parking,Street/Sidewalk,LOCKE AVENUE,QUEENS
Root/Sewer/Sidewalk Condition,Street,88 ROAD,QUEENS
Illegal Parking,Street/Sidewalk,64 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,PLIMPTON AVENUE,BRONX
Root/Sewer/Sidewalk Condition,Street,NEWPORT AVENUE,QUEENS
Root/Sewer/Sidewalk Condition,Street,EAST    9 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,SMITH STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,PARSONS BOULEVARD,QUEENS
Illegal Parking,Street/Sidewalk,PALISADE AVENUE,BRONX
Benefit Card Replacement,NYC Street Address,nan,Unspecified
Illegal Parking,Street/Sidewalk,104 STREET,QUEENS
Illegal Parking,Street/Sidewalk,DEAN STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,LENOX ROAD,BROOKLYN
Rodent,3+ Family Apt. Building,EAST  139 STREET,BRONX
Root/Sewer/Sidewalk Condition,Street,DUNBAR STREET,STATEN ISLAND
Unsanitary Animal Pvt Property,3+ Family Apartment Building,LELAND AVENUE,BRONX
Street Light Condition,nan,nan,QUEENS
Unsanitary Animal Pvt Property,3+ Family Apartment Building,EAST  165 STREET,BRONX
Consumer Complaint,nan,UTICA AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,WEST   86 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,WALLABOUT STREET,BROOKLYN
Rodent,1-2 Family Dwelling,ARTHUR AVENUE,BRONX
Illegal Parking,Street/Sidewalk,SHEEPSHEAD BAY ROAD,BROOKLYN
Illegal Parking,Street/Sidewalk,VERNON AVENUE,BROOKLYN
Root/Sewer/Sidewalk Condition,Street,EAST    9 STREET,BROOKLYN
Noise - Residential,Residential Building/House,RIVERDALE AVENUE,BRONX
Noise - Residential,Residential Building/House,BORDEN AVENUE,QUEENS
Noise - Residential,Residential Building/House,EAST   83 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,39 STREET,BROOKLYN
Drug Activity,Street/Sidewalk,101 AVENUE,QUEENS
Illegal Parking,Street/Sidewalk,CARLTON AVENUE,STATEN ISLAND
Illegal Parking,Street/Sidewalk,125 STREET,QUEENS
Illegal Parking,Street/Sidewalk,203 STREET,QUEENS
DOF Property - Request Copy,Property Address,nan,MANHATTAN
Illegal Parking,Street/Sidewalk,WOODHAVEN BOULEVARD,QUEENS
Illegal Parking,Street/Sidewalk,WOODHAVEN BOULEVARD,QUEENS
Illegal Parking,Street/Sidewalk,CARLTON AVENUE,STATEN ISLAND
Special Projects Inspection Team (SPIT),nan,WEST   42 STREET,MANHATTAN
Special Projects Inspection Team (SPIT),nan,191 STREET,QUEENS
Illegal Parking,Street/Sidewalk,NEW DORP LANE,STATEN ISLAND
Building/Use,nan,PERRY AVENUE,BRONX
Building/Use,nan,HOME STREET,BRONX
Illegal Parking,Street/Sidewalk,CHAMBERS STREET,MANHATTAN
Building/Use,nan,DECATUR AVENUE,BRONX
Building/Use,nan,JAMAICA AVENUE,QUEENS
Building/Use,nan,112 STREET,QUEENS
Street Sign - Dangling,Street,LINDEN BOULEVARD,QUEENS
Illegal Parking,Street/Sidewalk,60 STREET,BROOKLYN
Dirty Conditions,Lot,VAN SICLEN AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,WEST  170 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,AMBOY ROAD,STATEN ISLAND
Illegal Parking,Street/Sidewalk,INDEPENDENCE AVENUE,BRONX
Illegal Parking,Street/Sidewalk,192 STREET,QUEENS
Illegal Parking,Street/Sidewalk,HARDING AVENUE,BRONX
DOF Property - Request Copy,Property Address,nan,MANHATTAN
Building/Use,nan,101 STREET,QUEENS
Illegal Parking,Street/Sidewalk,EAST   12 ROAD,QUEENS
Investigations and Discipline (IAD),nan,AVENUE S,BROOKLYN
Street Light Condition,nan,nan,BROOKLYN
Street Condition,Street,EAST   36 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,17 AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,WEST   53 STREET,MANHATTAN
Boilers,nan,MESEROLE STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,GREENWICH STREET,MANHATTAN
Building/Use,nan,WEST   96 STREET,MANHATTAN
Building/Use,nan,42 AVENUE,QUEENS
Illegal Parking,Street/Sidewalk,MANHATTAN COLLEGE PARKWAY,BRONX
Building/Use,nan,118 AVENUE,QUEENS
Illegal Parking,Street/Sidewalk,EAST   68 STREET,MANHATTAN
Building/Use,nan,65 AVENUE,QUEENS
Special Projects Inspection Team (SPIT),nan,HENRY STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,HUNTER AVENUE,BRONX
Illegal Parking,Street/Sidewalk,JOHNSON AVENUE,BRONX
Building/Use,nan,126 STREET,QUEENS
Building/Use,nan,89 AVENUE,QUEENS
Building/Use,nan,118 STREET,QUEENS
Building/Use,nan,148 STREET,QUEENS
Illegal Parking,Street/Sidewalk,MAGUIRE AVENUE,STATEN ISLAND
Building/Use,nan,198 STREET,QUEENS
Building/Use,nan,70 STREET,BROOKLYN
Emergency Response Team (ERT),nan,GRIMSBY STREET,STATEN ISLAND
Noise - Vehicle,Street/Sidewalk,RECTOR PLACE,MANHATTAN
Illegal Parking,Street/Sidewalk,CLAY AVENUE,BRONX
Illegal Parking,Street/Sidewalk,3 AVENUE,MANHATTAN
Building/Use,nan,HORACE HARDING EXPRESSWAY,QUEENS
Building/Use,nan,120 STREET,QUEENS
Building/Use,nan,87 STREET,QUEENS
Building/Use,nan,46 AVENUE,QUEENS
Building/Use,nan,EAST   15 STREET,BROOKLYN
Building/Use,nan,76 STREET,BROOKLYN
Building/Use,nan,MALCOM X BOULEVARD,BROOKLYN
Building/Use,nan,37 AVENUE,QUEENS
Illegal Parking,Street/Sidewalk,VIRGINIA STREET,QUEENS
Illegal Parking,Street/Sidewalk,WEST   31 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,STOCKTON STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,111 AVENUE,QUEENS
Noise - Vehicle,Street/Sidewalk,177 PLACE,QUEENS
Illegal Parking,Street/Sidewalk,5 AVENUE,BROOKLYN
Building/Use,nan,110 AVENUE,QUEENS
Building/Use,nan,59 STREET,BROOKLYN
Noise - Vehicle,Street/Sidewalk,DWIGHT PLACE,BRONX
Noise - Vehicle,Street/Sidewalk,STRICKLAND AVENUE,BROOKLYN
Building/Use,nan,EAST   80 STREET,BROOKLYN
Emergency Response Team (ERT),nan,38 STREET,QUEENS
General Construction/Plumbing,nan,7 AVENUE,QUEENS
Noise - Vehicle,Street/Sidewalk,WEST  160 STREET,MANHATTAN
Noise - Vehicle,Street/Sidewalk,WEST   19 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,BEVERLEY ROAD,BROOKLYN
Overgrown Tree/Branches,Street,EAST   26 STREET,BROOKLYN
Noise - Vehicle,Street/Sidewalk,BROADWAY,MANHATTAN
Benefit Card Replacement,NYC Street Address,nan,Unspecified
Noise - Vehicle,Street/Sidewalk,ELMHURST AVENUE,QUEENS
Noise - Commercial,Store/Commercial,WATER STREET,BROOKLYN
Lost Property,Taxi,NORTHERN BOULEVARD,QUEENS
Bus Stop Shelter Complaint,Bus Stop Shelter,BAINBRIDGE STREET,BROOKLYN
Broken Parking Meter,Street,EAST   86 STREET,MANHATTAN
Noise - Residential,Residential Building/House,46 STREET,BROOKLYN
Noise - Vehicle,Street/Sidewalk,PARSONS BOULEVARD,QUEENS
Noise - Vehicle,Street/Sidewalk,118 STREET,QUEENS
Noise - Commercial,Store/Commercial,NEWPORT AVENUE,QUEENS
Noise - Residential,Residential Building/House,EAST   57 STREET,MANHATTAN
Noise - Vehicle,Street/Sidewalk,WEST   87 STREET,MANHATTAN
Noise - Residential,Residential Building/House,33 STREET,QUEENS
Noise - Vehicle,Street/Sidewalk,WEST   51 STREET,MANHATTAN
Noise - Commercial,Club/Bar/Restaurant,71 AVENUE,QUEENS
Noise - Commercial,Club/Bar/Restaurant,WEST   12 STREET,MANHATTAN
Noise - Vehicle,Street/Sidewalk,25 AVENUE,BROOKLYN
Noise - Vehicle,Street/Sidewalk,PARSONS BOULEVARD,QUEENS
Noise - Residential,Residential Building/House,81 STREET,QUEENS
Noise - Vehicle,Street/Sidewalk,76 ROAD,QUEENS
Abandoned Vehicle,Street/Sidewalk,MOSEL AVENUE,STATEN ISLAND
Abandoned Vehicle,Street/Sidewalk,THAYER PLACE,STATEN ISLAND
Abandoned Vehicle,Street/Sidewalk,GRANDVIEW AVENUE,STATEN ISLAND
Abandoned Vehicle,Street/Sidewalk,ELTON STREET,BROOKLYN
Abandoned Vehicle,Street/Sidewalk,BERESFORD AVENUE,STATEN ISLAND
Abandoned Vehicle,Street/Sidewalk,54 AVENUE,QUEENS
Abandoned Vehicle,Street/Sidewalk,20 STREET,BROOKLYN
Abandoned Vehicle,Street/Sidewalk,NORTH CONDUIT AVENUE,QUEENS
Abandoned Vehicle,nan,DIVISION AVENUE,BROOKLYN
Abandoned Vehicle,nan,4 AVENUE,BROOKLYN
Abandoned Vehicle,nan,EAST  175 STREET,BRONX
Traffic Signal Condition,nan,nan,MANHATTAN
Traffic Signal Condition,nan,nan,QUEENS
Animal-Abuse,Residential Building/House,EAST  197 STREET,BRONX
Animal-Abuse,Residential Building/House,CAULDWELL AVENUE,BRONX
Animal-Abuse,nan,147 STREET,QUEENS
Animal-Abuse,Residential Building/House,WEST  163 STREET,MANHATTAN
Blocked Driveway,Street/Sidewalk,68 ROAD,QUEENS
Blocked Driveway,nan,WOODSIDE AVENUE,QUEENS
Overgrown Tree/Branches,Street,MONTGOMERY STREET,BROOKLYN
Blocked Driveway,nan,THROGS NECK EXPRESSWAY,BRONX
Blocked Driveway,Street/Sidewalk,EAST   55 STREET,BROOKLYN
Blocked Driveway,nan,163 STREET,QUEENS
Blocked Driveway,nan,PAERDEGAT    2 STREET,BROOKLYN
Blocked Driveway,nan,17 STREET,BROOKLYN
DOOR/WINDOW,RESIDENTIAL BUILDING,MILLER AVENUE,BROOKLYN
DOOR/WINDOW,RESIDENTIAL BUILDING,ARTHUR AVENUE,BRONX
DOOR/WINDOW,RESIDENTIAL BUILDING,ELDERT LANE,BROOKLYN
ELECTRIC,RESIDENTIAL BUILDING,HOLLAND AVENUE,BRONX
ELECTRIC,RESIDENTIAL BUILDING,14 STREET,QUEENS
Benefit Card Replacement,NYC Street Address,nan,Unspecified
Illegal Parking,Street/Sidewalk,7 AVENUE,BROOKLYN
Abandoned Vehicle,Street/Sidewalk,SCHAEFER STREET,BROOKLYN
Abandoned Vehicle,Street/Sidewalk,91 STREET,QUEENS
Abandoned Vehicle,Street/Sidewalk,BEACON COURT,BROOKLYN
Abandoned Vehicle,Street/Sidewalk,TROUTMAN STREET,BROOKLYN
Abandoned Vehicle,Street/Sidewalk,GERARD AVENUE,BRONX
Abandoned Vehicle,Street/Sidewalk,64 LANE,QUEENS
ELECTRIC,RESIDENTIAL BUILDING,HOE AVENUE,BRONX
Abandoned Vehicle,Street/Sidewalk,HAWTREE STREET,QUEENS
Abandoned Vehicle,Street/Sidewalk,108 AVENUE,QUEENS
Abandoned Vehicle,Street/Sidewalk,BEDFORD AVENUE,BROOKLYN
Abandoned Vehicle,Street/Sidewalk,MONTGOMERY STREET,BROOKLYN
FLOORING/STAIRS,RESIDENTIAL BUILDING,CONVENT AVENUE,MANHATTAN
Abandoned Vehicle,Street/Sidewalk,EAST   55 STREET,BROOKLYN
Abandoned Vehicle,nan,60 ROAD,QUEENS
Abandoned Vehicle,nan,100 STREET,QUEENS
Abandoned Vehicle,nan,LEFFERTS BOULEVARD,QUEENS
Abandoned Vehicle,Street/Sidewalk,81 STREET,BROOKLYN
Abandoned Vehicle,Street/Sidewalk,COLDEN AVENUE,BRONX
Abandoned Vehicle,Street/Sidewalk,MERRICK BOULEVARD,QUEENS
Abandoned Vehicle,Street/Sidewalk,ALBERT ROAD,QUEENS
GENERAL,RESIDENTIAL BUILDING,MAHAN AVENUE,BRONX
Abandoned Vehicle,nan,103 AVENUE,QUEENS
Abandoned Vehicle,nan,97 STREET,QUEENS
Abandoned Vehicle,nan,CORTELYOU AVENUE,STATEN ISLAND
Abandoned Vehicle,nan,96 STREET,QUEENS
Animal-Abuse,Residential Building/House,WEST  111 STREET,MANHATTAN
Blocked Driveway,nan,49 STREET,QUEENS
Abandoned Vehicle,Street/Sidewalk,91 STREET,QUEENS
Abandoned Vehicle,Street/Sidewalk,80 STREET,QUEENS
Abandoned Vehicle,Street/Sidewalk,LASALLE AVENUE,BRONX
Abandoned Vehicle,Street/Sidewalk,CLEARVIEW EXPRESSWAY,QUEENS
HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  238 STREET,BRONX
HEAT/HOT WATER,RESIDENTIAL BUILDING,ELMHURST AVENUE,QUEENS
Blocked Driveway,Street/Sidewalk,COLGATE AVENUE,BRONX
Blocked Driveway,Street/Sidewalk,EAST   94 STREET,MANHATTAN
Blocked Driveway,Street/Sidewalk,GRANDVIEW AVENUE,QUEENS
Blocked Driveway,nan,48 STREET,QUEENS
Blocked Driveway,nan,EAST  227 STREET,BRONX
Blocked Driveway,nan,VAN SICLEN AVENUE,BROOKLYN
Abandoned Vehicle,Street/Sidewalk,96 STREET,QUEENS
Street Condition,nan,8 AVENUE,MANHATTAN
